invoice_no,quantity,price,invoice_date,shopping_mall
I154041,1,300.08,6/2/2022,Kanyon
I179032,4,46.92,5/9/2021,Istinye Park
I643190,2,1200.34,17/11/2022,Cevahir AVM
I103753,3,900.24,27/04/2021,Viaport Outlet
I207308,5,179.2,30/09/2021,Emaar Square Mall
I208070,5,26.15,13/10/2021,Istinye Park
I662922,3,107.52,7/6/2022,Metrocity
I564863,1,300.08,4/6/2021,Kanyon
I401609,5,179.2,26/01/2021,Forum Istanbul
I243671,3,121.98,3/5/2021,Zorlu Center
I264481,5,203.3,15/07/2022,Mall of Istanbul
I521968,1,300.08,8/1/2021,Zorlu Center
I286664,3,107.52,6/3/2022,Kanyon
I322731,4,4200,6/1/2021,Emaar Square Mall
I118100,3,900.24,22/02/2022,Metrocity
I355465,1,300.08,2/6/2021,Zorlu Center
I272502,4,1200.32,25/03/2021,Istinye Park
I181688,3,900.24,25/03/2021,Viaport Outlet
I403079,2,81.32,14/01/2023,Metropol AVM
I335946,1,300.08,16/06/2022,Metrocity
I129651,2,600.16,3/8/2021,Mall of Istanbul
I268008,5,26.15,15/08/2021,Metrocity
I258295,2,600.16,19/04/2022,Metropol AVM
I746624,1,15.15,2/8/2021,Mall of Istanbul
I924740,3,107.52,4/5/2021,Metrocity
I128496,5,1500.4,27/10/2021,Kanyon
I302861,2,30.3,27/04/2022,Metropol AVM
I318158,5,5250,5/11/2022,Istinye Park
I231772,4,20.92,29/01/2023,Zorlu Center
I312743,1,300.08,8/12/2021,Metrocity
I307654,3,121.98,20/09/2021,Mall of Istanbul
I125590,4,2400.68,23/01/2023,Metropol AVM
I152185,4,162.64,4/11/2022,Kanyon
I230067,4,1200.32,26/11/2022,Kanyon
I277663,5,1500.4,28/11/2022,Istinye Park
I286447,3,900.24,19/01/2022,Kanyon
I119350,3,900.24,28/04/2022,Forum Istanbul
I254271,3,900.24,23/10/2022,Zorlu Center
I301344,4,162.64,16/05/2022,Metrocity
I313947,4,46.92,20/06/2022,Metrocity
I261173,1,5.23,27/10/2022,Kanyon
I310759,1,11.73,5/6/2021,Kanyon
I103722,5,58.65,9/2/2023,Mall of Istanbul
I604596,5,1500.4,28/05/2022,Metrocity
I415465,3,900.24,20/01/2021,Metropol AVM
I328451,5,1500.4,29/05/2022,Metrocity
I137157,4,1200.32,21/06/2022,Mall of Istanbul
I249363,2,71.68,9/1/2023,Metrocity
I284063,4,20.92,14/03/2022,Kanyon
I133877,2,71.68,20/09/2022,Istinye Park
I176830,3,900.24,20/01/2023,Kanyon
I933301,3,107.52,16/09/2021,Kanyon
I207434,3,15.69,4/8/2022,Mall of Istanbul
I627544,5,1500.4,1/1/2023,Emaar Square Mall
I144824,4,1200.32,14/01/2022,Metrocity
I266642,3,900.24,18/11/2022,Kanyon
I153979,5,1500.4,6/1/2022,Forum Istanbul
I253938,5,3000.85,3/7/2022,Viaport Outlet
I335167,3,3150,21/11/2022,Zorlu Center
I333868,4,1200.32,4/3/2023,Kanyon
I142768,4,143.36,13/12/2021,Metropol AVM
I273170,2,1200.34,15/08/2021,Kanyon
I164293,5,1500.4,10/8/2021,Metropol AVM
I131970,1,600.17,15/05/2021,Istinye Park
I940043,3,900.24,26/09/2022,Mall of Istanbul
I616290,3,15.69,25/08/2022,Metropol AVM
I140976,1,1050,24/04/2022,Viaport Outlet
I748374,3,900.24,29/12/2021,Kanyon
I301060,2,10.46,22/05/2021,Metropol AVM
I590857,5,203.3,7/3/2022,Mall of Istanbul
I188769,2,81.32,24/02/2021,Kanyon
I326794,5,58.65,7/9/2021,Mall of Istanbul
I152165,3,900.24,31/01/2021,Emaar Square Mall
I118912,5,179.2,6/9/2021,Istinye Park
I117987,4,162.64,23/02/2023,Istinye Park
I483612,3,45.45,2/7/2021,Mall of Istanbul
I185270,2,30.3,3/9/2022,Zorlu Center
I139046,1,600.17,15/06/2021,Metrocity
I739285,1,600.17,6/6/2022,Kanyon
I460334,2,1200.34,8/11/2022,Mall of Istanbul
I325724,3,121.98,6/4/2022,Mall of Istanbul
I234554,4,162.64,28/01/2021,Forum Istanbul
I182365,5,26.15,30/10/2022,Cevahir AVM
I304142,5,179.2,16/04/2021,Metrocity
I297709,2,600.16,23/01/2021,Mall of Istanbul
I796109,5,1500.4,6/3/2021,Istinye Park
I294912,5,3000.85,25/05/2022,Kanyon
I802265,2,1200.34,30/05/2021,Kanyon
I183657,3,900.24,31/03/2021,Cevahir AVM
I236310,2,81.32,1/1/2022,Kanyon
I141158,1,1050,28/06/2021,Metrocity
I189724,4,1200.32,17/06/2022,Mall of Istanbul
I666260,5,1500.4,26/07/2022,Metrocity
I842351,1,1050,22/07/2021,Viaport Outlet
I416119,2,600.16,15/12/2022,Kanyon
I311039,3,121.98,20/11/2022,Mall of Istanbul
I442089,2,600.16,2/2/2022,Istinye Park
I151097,5,75.75,25/08/2021,Metropol AVM
I224401,2,30.3,29/09/2022,Metrocity
I278705,4,162.64,2/12/2022,Istinye Park
I265927,5,26.15,17/10/2022,Metrocity
I945684,4,2400.68,20/07/2022,Metropol AVM
I146208,4,4200,20/10/2021,Istinye Park
I286242,2,30.3,14/02/2021,Kanyon
I113004,4,1200.32,25/09/2021,Metrocity
I376363,4,2400.68,20/04/2022,Kanyon
I255502,5,26.15,25/11/2022,Kanyon
I911204,3,1800.51,13/07/2021,Mall of Istanbul
I334767,2,1200.34,27/07/2022,Mall of Istanbul
I416630,3,900.24,25/07/2022,Zorlu Center
I467257,3,107.52,26/10/2021,Mall of Istanbul
I520813,3,121.98,11/12/2021,Kanyon
I943970,2,23.46,4/11/2021,Metrocity
I267837,5,1500.4,27/12/2021,Metropol AVM
I214611,4,1200.32,28/10/2021,Metrocity
I195851,2,81.32,19/03/2021,Istinye Park
I439943,5,3000.85,12/5/2022,Kanyon
I132060,2,600.16,9/1/2023,Mall of Istanbul
I198565,2,600.16,31/12/2021,Kanyon
I106105,5,1500.4,3/11/2022,Metrocity
I297567,5,1500.4,2/10/2022,Istinye Park
I148424,2,600.16,5/3/2021,Metropol AVM
I289645,4,46.92,23/05/2022,Mall of Istanbul
I998974,2,600.16,7/10/2022,Kanyon
I236593,2,23.46,6/11/2022,Metrocity
I325899,4,1200.32,25/11/2022,Metropol AVM
I198306,2,600.16,26/01/2022,Metrocity
I125277,2,600.16,30/03/2022,Kanyon
I155361,4,1200.32,12/4/2021,Kanyon
I292103,3,900.24,16/05/2022,Kanyon
I395712,5,26.15,26/03/2021,Metrocity
I708952,3,900.24,28/01/2023,Metrocity
I687512,3,900.24,9/2/2022,Mall of Istanbul
I733886,4,1200.32,24/03/2022,Metropol AVM
I844719,2,1200.34,27/08/2022,Kanyon
I221545,1,40.66,18/09/2022,Cevahir AVM
I298620,1,40.66,14/01/2023,Kanyon
I331746,2,600.16,7/3/2022,Kanyon
I177940,3,900.24,23/12/2022,Cevahir AVM
I327202,3,45.45,5/7/2022,Kanyon
I942393,3,45.45,24/07/2022,Istinye Park
I120134,2,81.32,3/11/2022,Istinye Park
I271838,5,203.3,31/05/2022,Metropol AVM
I313242,5,179.2,21/11/2021,Metrocity
I195493,4,1200.32,17/01/2022,Mall of Istanbul
I198730,1,300.08,27/08/2022,Kanyon
I269281,3,121.98,24/07/2021,Metropol AVM
I178903,3,1800.51,1/9/2021,Metrocity
I253692,3,107.52,2/6/2021,Mall of Istanbul
I269291,2,10.46,16/07/2022,Viaport Outlet
I248160,2,600.16,13/12/2021,Kanyon
I229262,2,10.46,9/1/2022,Mall of Istanbul
I168406,2,10.46,20/08/2021,Mall of Istanbul
I103290,5,1500.4,13/06/2022,Metropol AVM
I227547,4,2400.68,14/03/2022,Kanyon
I816495,5,203.3,8/1/2023,Mall of Istanbul
I128744,2,10.46,26/05/2021,Mall of Istanbul
I125851,5,3000.85,15/03/2022,Forum Istanbul
I296992,5,3000.85,4/3/2023,Metropol AVM
I286238,1,300.08,27/05/2021,Mall of Istanbul
I266973,4,143.36,1/7/2022,Mall of Istanbul
I317328,5,1500.4,14/01/2022,Cevahir AVM
I255174,3,121.98,18/09/2022,Kanyon
I173248,5,58.65,3/10/2021,Kanyon
I728737,5,1500.4,13/08/2021,Metrocity
I389899,3,121.98,7/12/2022,Kanyon
I328122,2,71.68,20/07/2022,Kanyon
I141642,1,1050,31/10/2021,Zorlu Center
I131249,4,20.92,30/10/2022,Zorlu Center
I145747,1,35.84,12/5/2022,Istinye Park
I277729,4,1200.32,26/04/2022,Cevahir AVM
I240469,3,1800.51,6/2/2021,Metropol AVM
I194135,2,10.46,21/09/2022,Istinye Park
I306771,3,15.69,9/2/2021,Istinye Park
I210001,2,81.32,3/12/2022,Zorlu Center
I337137,5,58.65,8/11/2021,Zorlu Center
I854764,2,600.16,7/1/2023,Viaport Outlet
I900881,3,900.24,25/01/2022,Mall of Istanbul
I269201,5,1500.4,17/03/2022,Kanyon
I452203,1,40.66,20/02/2023,Kanyon
I148646,4,162.64,24/07/2021,Viaport Outlet
I287974,3,900.24,6/3/2021,Metrocity
I149374,4,162.64,19/04/2021,Forum Istanbul
I134939,2,600.16,30/08/2021,Metrocity
I323001,2,81.32,27/02/2022,Emaar Square Mall
I297518,2,23.46,11/4/2021,Metrocity
I239662,3,121.98,25/07/2021,Metrocity
I516223,5,5250,8/6/2022,Metrocity
I559284,5,58.65,2/1/2023,Forum Istanbul
I313621,5,1500.4,22/12/2021,Zorlu Center
I223834,5,1500.4,11/7/2022,Emaar Square Mall
I180119,1,300.08,19/08/2022,Mall of Istanbul
I935625,1,300.08,4/1/2023,Kanyon
I298787,5,1500.4,27/08/2021,Istinye Park
I685105,4,60.6,2/5/2022,Kanyon
I184552,5,203.3,30/09/2022,Istinye Park
I124882,5,179.2,4/1/2022,Kanyon
I396328,5,5250,16/05/2021,Zorlu Center
I321423,1,600.17,8/11/2022,Istinye Park
I167347,5,1500.4,27/06/2021,Mall of Istanbul
I223812,5,26.15,1/2/2023,Kanyon
I644639,5,203.3,22/05/2021,Forum Istanbul
I291159,1,300.08,3/6/2021,Kanyon
I271093,5,75.75,13/06/2022,Istinye Park
I183294,3,107.52,17/12/2021,Metropol AVM
I168784,3,3150,20/10/2021,Metrocity
I277840,2,71.68,14/11/2021,Mall of Istanbul
I115254,1,300.08,17/01/2021,Mall of Istanbul
I118874,5,58.65,3/5/2022,Metrocity
I169738,1,300.08,23/11/2022,Metrocity
I254136,5,1500.4,6/4/2021,Mall of Istanbul
I204644,3,45.45,4/1/2022,Kanyon
I520269,1,15.15,9/11/2022,Mall of Istanbul
I330543,2,1200.34,18/09/2021,Forum Istanbul
I302943,4,1200.32,15/06/2021,Metrocity
I182945,1,35.84,25/08/2021,Metropol AVM
I948193,4,1200.32,29/12/2022,Kanyon
I236844,3,15.69,2/1/2021,Metropol AVM
I564439,4,1200.32,25/09/2021,Forum Istanbul
I272294,3,121.98,23/02/2022,Metrocity
I126735,1,35.84,23/10/2022,Forum Istanbul
I125353,2,600.16,10/9/2021,Metropol AVM
I109641,3,3150,9/7/2021,Zorlu Center
I786737,3,107.52,20/07/2021,Zorlu Center
I313044,1,600.17,10/9/2021,Zorlu Center
I559985,1,40.66,12/1/2022,Kanyon
I169481,5,26.15,2/8/2021,Metrocity
I194158,2,600.16,17/10/2022,Mall of Istanbul
I109533,2,600.16,28/03/2022,Cevahir AVM
I305416,3,900.24,4/7/2022,Cevahir AVM
I212899,1,40.66,9/5/2022,Metropol AVM
I253870,3,15.69,2/8/2022,Emaar Square Mall
I254248,2,81.32,9/5/2022,Zorlu Center
I190762,5,3000.85,17/09/2021,Cevahir AVM
I151685,2,600.16,31/03/2021,Metrocity
I308518,1,1050,12/2/2022,Viaport Outlet
I309680,2,600.16,25/10/2021,Metropol AVM
I469783,1,1050,1/7/2022,Mall of Istanbul
I145688,1,40.66,23/02/2021,Mall of Istanbul
I455544,4,162.64,29/09/2022,Kanyon
I168167,1,15.15,25/06/2021,Metropol AVM
I353125,3,900.24,26/03/2021,Metrocity
I158616,1,40.66,8/6/2021,Istinye Park
I157806,3,900.24,19/09/2022,Mall of Istanbul
I202127,5,1500.4,24/09/2022,Zorlu Center
I888554,1,300.08,1/11/2021,Kanyon
I324426,2,10.46,5/1/2023,Kanyon
I220433,4,1200.32,20/06/2021,Forum Istanbul
I100566,2,600.16,10/10/2022,Metrocity
I532696,3,900.24,17/04/2022,Mall of Istanbul
I219512,5,1500.4,2/7/2021,Mall of Istanbul
I169770,5,1500.4,29/03/2021,Emaar Square Mall
I328645,2,81.32,21/07/2022,Zorlu Center
I150760,3,3150,18/09/2021,Emaar Square Mall
I171897,5,58.65,18/05/2021,Cevahir AVM
I185063,2,81.32,24/07/2021,Metropol AVM
I331243,5,75.75,14/08/2021,Kanyon
I265303,4,1200.32,16/12/2021,Zorlu Center
I239969,1,5.23,22/03/2022,Istinye Park
I183980,1,5.23,18/01/2023,Viaport Outlet
I891215,4,143.36,21/06/2021,Metrocity
I128565,3,15.69,18/02/2022,Kanyon
I108901,1,300.08,25/05/2022,Metropol AVM
I228684,1,5.23,8/7/2021,Forum Istanbul
I179654,2,81.32,24/02/2021,Mall of Istanbul
I274501,4,20.92,24/12/2021,Metrocity
I458898,2,2100,21/02/2022,Kanyon
I533084,3,107.52,30/11/2021,Forum Istanbul
I286797,2,1200.34,20/06/2022,Mall of Istanbul
I326508,5,1500.4,22/05/2022,Metrocity
I215948,3,35.19,10/5/2022,Metrocity
I609179,2,600.16,12/5/2021,Metrocity
I153117,1,5.23,1/11/2022,Mall of Istanbul
I154396,3,1800.51,14/12/2022,Mall of Istanbul
I262076,1,300.08,30/05/2022,Istinye Park
I579074,2,81.32,1/11/2022,Kanyon
I697231,4,20.92,30/06/2022,Istinye Park
I152949,5,1500.4,30/05/2022,Metropol AVM
I422994,1,35.84,25/03/2022,Kanyon
I597394,1,11.73,25/03/2021,Forum Istanbul
I271270,3,900.24,30/03/2021,Metropol AVM
I143631,5,26.15,28/06/2021,Kanyon
I145710,3,900.24,22/01/2021,Mall of Istanbul
I624770,3,1800.51,6/10/2021,Cevahir AVM
I269799,3,900.24,5/5/2021,Metrocity
I517015,3,1800.51,16/06/2021,Metrocity
I262110,5,1500.4,27/02/2023,Metropol AVM
I114095,3,900.24,22/04/2022,Mall of Istanbul
I193086,2,600.16,3/4/2022,Metrocity
I238806,4,20.92,3/1/2022,Metrocity
I204536,2,2100,1/3/2022,Istinye Park
I142144,1,40.66,10/1/2021,Mall of Istanbul
I205218,4,1200.32,29/04/2022,Viaport Outlet
I238700,1,40.66,31/05/2021,Kanyon
I992329,4,4200,23/11/2021,Forum Istanbul
I171479,5,1500.4,15/06/2021,Kanyon
I279115,2,81.32,27/11/2022,Kanyon
I225980,1,600.17,20/02/2022,Kanyon
I130635,5,5250,15/08/2022,Metrocity
I133721,2,23.46,29/07/2022,Forum Istanbul
I116846,5,179.2,12/1/2021,Kanyon
I146289,4,46.92,15/08/2022,Zorlu Center
I205842,5,203.3,9/1/2023,Zorlu Center
I315366,4,1200.32,18/03/2021,Kanyon
I164165,4,2400.68,25/02/2021,Kanyon
I330668,2,1200.34,16/03/2021,Metropol AVM
I172731,4,2400.68,19/02/2021,Kanyon
I256201,5,5250,11/10/2021,Metrocity
I161445,4,162.64,30/06/2021,Viaport Outlet
I498271,4,1200.32,22/03/2021,Kanyon
I122269,3,3150,14/09/2021,Metrocity
I328203,3,1800.51,17/04/2022,Mall of Istanbul
I129866,5,1500.4,5/10/2021,Metropol AVM
I913055,1,600.17,17/10/2022,Mall of Istanbul
I170633,2,10.46,29/09/2022,Mall of Istanbul
I740421,2,600.16,11/6/2021,Kanyon
I192614,1,300.08,23/02/2023,Mall of Istanbul
I190217,1,5.23,20/09/2022,Mall of Istanbul
I211567,3,3150,3/3/2022,Emaar Square Mall
I268734,3,15.69,2/2/2021,Istinye Park
I866443,1,300.08,9/3/2021,Kanyon
I259259,4,2400.68,18/02/2021,Viaport Outlet
I193950,3,121.98,15/02/2022,Mall of Istanbul
I291376,2,600.16,25/09/2021,Cevahir AVM
I440147,2,2100,18/07/2022,Kanyon
I315261,3,35.19,13/12/2021,Forum Istanbul
I271066,4,162.64,11/6/2021,Kanyon
I878945,4,1200.32,18/02/2021,Mall of Istanbul
I319350,5,3000.85,26/02/2023,Metrocity
I499859,4,20.92,13/01/2022,Emaar Square Mall
I266129,5,5250,27/06/2022,Metrocity
I235333,1,600.17,20/11/2021,Metrocity
I170043,4,162.64,14/11/2022,Metrocity
I241372,2,71.68,17/09/2022,Emaar Square Mall
I232921,2,10.46,3/11/2022,Forum Istanbul
I223551,3,107.52,1/6/2021,Kanyon
I219586,1,600.17,5/5/2022,Metropol AVM
I888026,4,4200,16/01/2021,Kanyon
I742634,5,1500.4,12/6/2022,Mall of Istanbul
I279066,2,1200.34,27/09/2022,Mall of Istanbul
I783640,2,1200.34,2/2/2023,Kanyon
I239576,1,300.08,20/01/2021,Mall of Istanbul
I123732,4,1200.32,23/02/2023,Metropol AVM
I151633,3,3150,1/2/2023,Viaport Outlet
I737515,1,300.08,5/3/2023,Mall of Istanbul
I754902,3,35.19,7/4/2021,Forum Istanbul
I333373,2,600.16,31/07/2021,Mall of Istanbul
I760584,5,203.3,2/8/2021,Mall of Istanbul
I154980,5,3000.85,24/04/2021,Mall of Istanbul
I175218,2,600.16,14/10/2021,Mall of Istanbul
I972557,2,1200.34,14/04/2021,Metrocity
I876236,2,600.16,26/08/2021,Metrocity
I202550,3,900.24,18/04/2022,Zorlu Center
I336174,1,35.84,4/5/2021,Istinye Park
I185521,2,71.68,8/3/2023,Mall of Istanbul
I322870,4,46.92,5/1/2022,Emaar Square Mall
I602633,3,1800.51,22/06/2021,Mall of Istanbul
I608749,5,5250,28/12/2021,Metropol AVM
I835653,1,300.08,14/05/2022,Mall of Istanbul
I253118,3,35.19,11/11/2022,Istinye Park
I169194,4,46.92,8/9/2021,Mall of Istanbul
I154754,4,162.64,7/10/2022,Kanyon
I260429,3,121.98,22/10/2022,Metrocity
I283865,4,2400.68,7/11/2022,Istinye Park
I232749,3,900.24,2/9/2021,Istinye Park
I153622,2,600.16,30/09/2021,Metropol AVM
I719905,5,5250,4/5/2021,Emaar Square Mall
I926009,2,600.16,13/01/2023,Kanyon
I434198,4,1200.32,24/11/2021,Metrocity
I314724,1,40.66,6/3/2021,Mall of Istanbul
I117507,1,300.08,16/02/2022,Istinye Park
I182930,5,1500.4,4/4/2021,Mall of Istanbul
I219747,3,900.24,29/06/2022,Zorlu Center
I280924,5,26.15,18/03/2022,Metrocity
I445846,4,162.64,23/12/2021,Mall of Istanbul
I258949,3,15.69,19/02/2022,Kanyon
I120303,3,900.24,26/08/2021,Emaar Square Mall
I611303,5,1500.4,3/3/2022,Mall of Istanbul
I536632,3,107.52,14/02/2022,Metropol AVM
I753409,4,162.64,22/05/2021,Viaport Outlet
I253655,2,10.46,4/12/2022,Metrocity
I207110,1,15.15,29/12/2022,Mall of Istanbul
I280524,5,58.65,16/12/2021,Metropol AVM
I254963,2,600.16,18/12/2021,Metropol AVM
I125154,2,10.46,18/07/2022,Mall of Istanbul
I113445,1,40.66,29/01/2021,Kanyon
I228674,5,203.3,1/2/2022,Cevahir AVM
I212414,5,3000.85,14/03/2022,Kanyon
I179516,1,300.08,21/01/2022,Zorlu Center
I208790,5,26.15,1/5/2021,Mall of Istanbul
I109430,4,1200.32,20/06/2021,Metropol AVM
I881195,4,2400.68,7/3/2022,Istinye Park
I209381,1,15.15,6/5/2022,Metropol AVM
I137458,5,1500.4,19/08/2022,Cevahir AVM
I741721,1,5.23,11/6/2022,Zorlu Center
I827027,2,10.46,9/9/2021,Mall of Istanbul
I152137,2,600.16,18/03/2022,Istinye Park
I944527,2,71.68,15/03/2021,Kanyon
I565096,1,35.84,20/12/2022,Mall of Istanbul
I259341,1,300.08,16/08/2021,Mall of Istanbul
I502000,4,162.64,20/06/2021,Kanyon
I772167,3,900.24,21/06/2022,Emaar Square Mall
I118224,2,600.16,27/01/2021,Kanyon
I304807,1,40.66,9/1/2021,Mall of Istanbul
I270271,3,15.69,2/10/2021,Viaport Outlet
I118496,2,71.68,8/1/2023,Istinye Park
I129925,1,15.15,18/07/2022,Metropol AVM
I182980,5,26.15,20/10/2022,Kanyon
I100425,1,40.66,29/08/2021,Metropol AVM
I440030,2,600.16,8/9/2021,Kanyon
I141036,3,35.19,22/10/2022,Metropol AVM
I250143,3,107.52,27/01/2022,Istinye Park
I322055,2,81.32,8/5/2022,Emaar Square Mall
I124690,5,3000.85,4/3/2023,Emaar Square Mall
I215683,5,179.2,16/03/2021,Emaar Square Mall
I540019,5,1500.4,24/05/2022,Istinye Park
I186554,4,20.92,22/08/2021,Metrocity
I311661,4,1200.32,12/9/2022,Metropol AVM
I188598,1,1050,16/09/2022,Cevahir AVM
I124782,5,58.65,27/09/2021,Kanyon
I757600,5,75.75,26/02/2021,Zorlu Center
I127391,5,203.3,31/07/2022,Viaport Outlet
I159108,1,300.08,6/3/2022,Metrocity
I551764,4,2400.68,27/06/2022,Metropol AVM
I275481,5,1500.4,3/11/2022,Kanyon
I130280,5,75.75,29/11/2021,Metrocity
I233705,5,3000.85,20/03/2022,Mall of Istanbul
I647425,5,26.15,18/07/2022,Forum Istanbul
I309769,5,179.2,18/06/2022,Metrocity
I897170,4,4200,12/2/2021,Mall of Istanbul
I876312,2,10.46,27/12/2021,Metrocity
I210576,3,900.24,20/02/2021,Mall of Istanbul
I880782,1,300.08,30/08/2021,Kanyon
I140203,3,900.24,22/07/2022,Metropol AVM
I325807,2,1200.34,23/06/2021,Mall of Istanbul
I117898,3,1800.51,15/03/2022,Kanyon
I258392,2,71.68,30/11/2021,Mall of Istanbul
I656551,5,3000.85,26/08/2021,Istinye Park
I891016,5,179.2,29/11/2021,Metrocity
I241934,5,5250,3/2/2021,Kanyon
I211698,5,26.15,22/02/2021,Metrocity
I189600,3,15.69,14/01/2022,Istinye Park
I150164,5,26.15,18/03/2021,Mall of Istanbul
I247515,4,1200.32,28/07/2021,Mall of Istanbul
I265790,1,40.66,1/10/2021,Metrocity
I149180,1,40.66,16/02/2022,Istinye Park
I164083,3,1800.51,31/03/2021,Metropol AVM
I157066,3,900.24,16/07/2022,Istinye Park
I337656,3,15.69,22/06/2021,Kanyon
I319623,3,15.69,28/12/2022,Istinye Park
I330871,2,10.46,24/12/2022,Kanyon
I287443,1,300.08,19/09/2021,Mall of Istanbul
I298751,4,143.36,9/4/2021,Metropol AVM
I224134,2,71.68,16/04/2022,Kanyon
I240792,1,40.66,31/01/2021,Kanyon
I552283,2,10.46,22/10/2021,Metropol AVM
I297603,5,203.3,27/01/2023,Mall of Istanbul
I915012,3,900.24,28/07/2022,Metrocity
I150105,4,4200,14/02/2022,Cevahir AVM
I611991,4,162.64,1/3/2022,Istinye Park
I120384,3,1800.51,17/04/2021,Emaar Square Mall
I469281,3,3150,24/03/2022,Mall of Istanbul
I265891,1,40.66,4/8/2022,Metrocity
I190436,1,35.84,29/12/2021,Viaport Outlet
I632804,4,1200.32,15/01/2021,Kanyon
I640740,5,1500.4,16/01/2022,Cevahir AVM
I691967,1,600.17,30/11/2021,Kanyon
I241550,3,900.24,7/1/2023,Kanyon
I315751,5,1500.4,22/09/2022,Mall of Istanbul
I323121,1,35.84,1/11/2022,Metrocity
I205926,5,1500.4,4/9/2022,Mall of Istanbul
I733229,5,1500.4,7/11/2021,Kanyon
I917695,3,45.45,24/05/2022,Istinye Park
I304471,1,300.08,16/07/2022,Metropol AVM
I927554,5,203.3,13/01/2021,Kanyon
I651194,5,203.3,24/02/2022,Kanyon
I623734,3,3150,1/3/2023,Viaport Outlet
I120335,4,1200.32,2/4/2021,Kanyon
I274243,2,600.16,30/05/2021,Emaar Square Mall
I902935,1,600.17,7/4/2022,Metrocity
I115319,4,20.92,17/05/2022,Metrocity
I301461,5,3000.85,24/05/2021,Metropol AVM
I158954,2,81.32,8/4/2022,Mall of Istanbul
I615730,5,1500.4,2/11/2022,Mall of Istanbul
I139590,1,300.08,30/08/2021,Istinye Park
I113708,2,30.3,16/10/2022,Viaport Outlet
I314734,5,1500.4,12/4/2022,Emaar Square Mall
I141393,4,2400.68,11/3/2022,Kanyon
I123319,3,15.69,17/09/2021,Metropol AVM
I155060,1,11.73,28/02/2023,Forum Istanbul
I567709,4,1200.32,11/2/2021,Kanyon
I635146,3,900.24,1/2/2022,Kanyon
I247476,5,1500.4,23/02/2022,Mall of Istanbul
I282443,1,40.66,31/05/2022,Mall of Istanbul
I131037,5,203.3,7/6/2021,Viaport Outlet
I731303,3,107.52,27/09/2022,Zorlu Center
I241433,3,121.98,17/10/2021,Cevahir AVM
I683686,2,2100,13/10/2022,Kanyon
I213046,3,900.24,18/12/2022,Kanyon
I202208,4,1200.32,15/08/2021,Forum Istanbul
I122728,5,1500.4,24/12/2021,Forum Istanbul
I647153,5,203.3,8/3/2023,Metrocity
I211885,2,600.16,9/9/2021,Mall of Istanbul
I109640,1,300.08,10/8/2022,Viaport Outlet
I267558,2,71.68,5/6/2021,Kanyon
I457768,2,1200.34,15/11/2022,Emaar Square Mall
I174503,4,162.64,30/08/2022,Metrocity
I270162,1,600.17,27/06/2022,Metrocity
I265472,2,81.32,28/05/2021,Mall of Istanbul
I336687,1,35.84,14/08/2021,Mall of Istanbul
I232660,2,600.16,3/12/2022,Kanyon
I491667,3,900.24,2/4/2021,Mall of Istanbul
I232198,3,900.24,3/12/2022,Mall of Istanbul
I275593,4,2400.68,20/01/2023,Mall of Istanbul
I207805,5,3000.85,23/12/2022,Mall of Istanbul
I465895,1,5.23,11/5/2021,Kanyon
I272913,3,107.52,12/2/2021,Istinye Park
I332785,4,162.64,26/08/2022,Kanyon
I269979,1,300.08,1/6/2021,Istinye Park
I334116,3,15.69,16/12/2021,Cevahir AVM
I589701,2,81.32,24/02/2023,Kanyon
I180346,4,46.92,11/7/2022,Mall of Istanbul
I155661,1,300.08,12/8/2022,Metrocity
I248019,2,10.46,13/08/2021,Istinye Park
I812934,3,121.98,24/05/2022,Mall of Istanbul
I338232,4,2400.68,13/09/2021,Kanyon
I457574,4,2400.68,1/5/2022,Mall of Istanbul
I174845,2,23.46,4/12/2021,Kanyon
I331290,1,300.08,17/01/2023,Metropol AVM
I261260,5,3000.85,31/07/2022,Mall of Istanbul
I692874,2,600.16,19/03/2021,Viaport Outlet
I208292,4,60.6,27/02/2022,Cevahir AVM
I249180,1,5.23,14/04/2022,Metrocity
I440461,2,1200.34,14/02/2021,Metrocity
I240636,3,900.24,14/08/2021,Cevahir AVM
I286027,4,1200.32,29/05/2022,Istinye Park
I274495,3,900.24,12/4/2022,Metropol AVM
I111189,1,40.66,19/07/2022,Kanyon
I325003,5,1500.4,14/09/2021,Emaar Square Mall
I473456,4,1200.32,27/07/2022,Kanyon
I333826,1,40.66,9/5/2022,Kanyon
I174555,4,1200.32,6/2/2021,Kanyon
I282891,3,15.69,1/9/2022,Mall of Istanbul
I499613,3,15.69,12/6/2022,Emaar Square Mall
I199675,4,60.6,18/05/2022,Forum Istanbul
I260682,2,81.32,17/11/2021,Kanyon
I335226,3,900.24,10/5/2022,Istinye Park
I315202,5,26.15,10/7/2021,Cevahir AVM
I321623,5,203.3,11/5/2022,Mall of Istanbul
I286062,5,58.65,6/3/2022,Viaport Outlet
I183299,4,1200.32,17/11/2021,Viaport Outlet
I216689,3,15.69,22/03/2022,Mall of Istanbul
I332904,2,600.16,1/2/2022,Emaar Square Mall
I959157,1,5.23,15/04/2021,Kanyon
I776639,5,1500.4,19/08/2021,Kanyon
I228859,3,900.24,9/3/2021,Mall of Istanbul
I319712,1,300.08,9/8/2021,Emaar Square Mall
I242694,4,143.36,18/05/2022,Istinye Park
I249625,3,900.24,16/01/2023,Mall of Istanbul
